relation_1,relation_2,composed_closest,cosine_similarity
http://example.org/ai-news/cheer,http://example.org/ai-news/cost,http://example.org/ai-news/cost,0.7374
http://example.org/ai-news/cheer,http://example.org/ai-news/create,http://example.org/ai-news/create,0.766
http://example.org/ai-news/cheer,http://example.org/ai-news/do,http://example.org/ai-news/do,0.7383
http://example.org/ai-news/cheer,http://example.org/ai-news/explain,http://example.org/ai-news/explain,0.7044
http://example.org/ai-news/cheer,http://example.org/ai-news/explore,http://example.org/ai-news/explore,0.7208
http://example.org/ai-news/cheer,http://example.org/ai-news/express,http://example.org/ai-news/express,0.712
http://example.org/ai-news/cheer,http://example.org/ai-news/feature,http://example.org/ai-news/feature,0.7268
http://example.org/ai-news/cheer,http://example.org/ai-news/find,http://example.org/ai-news/find,0.7198
http://example.org/ai-news/cheer,http://example.org/ai-news/flood,http://example.org/ai-news/flood,0.7416
http://example.org/ai-news/cheer,http://example.org/ai-news/get,http://example.org/ai-news/get,0.7466
http://example.org/ai-news/cheer,http://example.org/ai-news/give,http://example.org/ai-news/give,0.7774
http://example.org/ai-news/cheer,http://example.org/ai-news/go,http://example.org/ai-news/go,0.7482
http://example.org/ai-news/cheer,http://example.org/ai-news/guide,http://example.org/ai-news/cheer,0.7386
http://example.org/ai-news/cheer,http://example.org/ai-news/halt,http://example.org/ai-news/halt,0.7169
http://example.org/ai-news/cheer,http://example.org/ai-news/have,http://example.org/ai-news/have,0.7382
http://example.org/ai-news/cheer,http://example.org/ai-news/hear,http://example.org/ai-news/hear,0.713
http://example.org/ai-news/cheer,http://example.org/ai-news/incentivize,http://example.org/ai-news/incentivize,0.7197
http://example.org/ai-news/cite,http://example.org/ai-news/coin,http://example.org/ai-news/cite,0.713
http://example.org/ai-news/cite,http://example.org/ai-news/come,http://example.org/ai-news/come,0.7736
http://example.org/ai-news/cite,http://example.org/ai-news/complain,http://example.org/ai-news/complain,0.7224
http://example.org/ai-news/cite,http://example.org/ai-news/conduct,http://example.org/ai-news/conduct,0.7206
http://example.org/ai-news/cite,http://example.org/ai-news/consider,http://example.org/ai-news/cite,0.7667
http://example.org/ai-news/cite,http://example.org/ai-news/cost,http://example.org/ai-news/cost,0.7246
http://example.org/ai-news/cite,http://example.org/ai-news/create,http://example.org/ai-news/create,0.7845
http://example.org/ai-news/cite,http://example.org/ai-news/develop,http://example.org/ai-news/cite,0.7097
http://example.org/ai-news/cite,http://example.org/ai-news/dig,http://example.org/ai-news/cite,0.7116
http://example.org/ai-news/cite,http://example.org/ai-news/discuss,http://example.org/ai-news/cite,0.7405
http://example.org/ai-news/cite,http://example.org/ai-news/do,http://example.org/ai-news/cite,0.7147
http://example.org/ai-news/cite,http://example.org/ai-news/enable,http://example.org/ai-news/cite,0.7143
http://example.org/ai-news/cite,http://example.org/ai-news/enter,http://example.org/ai-news/cite,0.725
http://example.org/ai-news/cite,http://example.org/ai-news/explain,http://example.org/ai-news/explain,0.725
http://example.org/ai-news/cite,http://example.org/ai-news/explore,http://example.org/ai-news/explore,0.7174
http://example.org/ai-news/cite,http://example.org/ai-news/feature,http://example.org/ai-news/cite,0.7038
http://example.org/ai-news/cite,http://example.org/ai-news/find,http://example.org/ai-news/find,0.7384
http://example.org/ai-news/cite,http://example.org/ai-news/flood,http://example.org/ai-news/cite,0.7251
http://example.org/ai-news/cite,http://example.org/ai-news/generate,http://example.org/ai-news/cite,0.7358
http://example.org/ai-news/cite,http://example.org/ai-news/get,http://example.org/ai-news/get,0.7294
http://example.org/ai-news/cite,http://example.org/ai-news/give,http://example.org/ai-news/give,0.7137
http://example.org/ai-news/cite,http://example.org/ai-news/halt,http://example.org/ai-news/cite,0.7222
http://example.org/ai-news/cite,http://example.org/ai-news/have,http://example.org/ai-news/have,0.7491
http://example.org/ai-news/cite,http://example.org/ai-news/incentivize,http://example.org/ai-news/cite,0.7158
http://example.org/ai-news/coin,http://example.org/ai-news/collaborate,http://example.org/ai-news/collaborate,0.7353
http://example.org/ai-news/coin,http://example.org/ai-news/come,http://example.org/ai-news/come,0.7716
http://example.org/ai-news/coin,http://example.org/ai-news/complain,http://example.org/ai-news/complain,0.7516
http://example.org/ai-news/coin,http://example.org/ai-news/conduct,http://example.org/ai-news/conduct,0.7852
http://example.org/ai-news/coin,http://example.org/ai-news/consider,http://example.org/ai-news/coin,0.7508
http://example.org/ai-news/coin,http://example.org/ai-news/cost,http://example.org/ai-news/cost,0.7289
http://example.org/ai-news/coin,http://example.org/ai-news/create,http://example.org/ai-news/create,0.7577
http://example.org/ai-news/coin,http://example.org/ai-news/dig,http://example.org/ai-news/dig,0.7529
http://example.org/ai-news/coin,http://example.org/ai-news/discuss,http://example.org/ai-news/discuss,0.7108
http://example.org/ai-news/coin,http://example.org/ai-news/do,http://example.org/ai-news/do,0.713
http://example.org/ai-news/coin,http://example.org/ai-news/enter,http://example.org/ai-news/coin,0.7011
http://example.org/ai-news/coin,http://example.org/ai-news/expect,http://example.org/ai-news/expect,0.7432
http://example.org/ai-news/coin,http://example.org/ai-news/explain,http://example.org/ai-news/explain,0.75
http://example.org/ai-news/coin,http://example.org/ai-news/explore,http://example.org/ai-news/explore,0.7132
http://example.org/ai-news/coin,http://example.org/ai-news/express,http://example.org/ai-news/express,0.7323
http://example.org/ai-news/coin,http://example.org/ai-news/feature,http://example.org/ai-news/feature,0.7059
http://example.org/ai-news/coin,http://example.org/ai-news/find,http://example.org/ai-news/find,0.7382
http://example.org/ai-news/coin,http://example.org/ai-news/flood,http://example.org/ai-news/flood,0.7091
http://example.org/ai-news/coin,http://example.org/ai-news/generate,http://example.org/ai-news/coin,0.7336
http://example.org/ai-news/coin,http://example.org/ai-news/get,http://example.org/ai-news/get,0.7656
http://example.org/ai-news/coin,http://example.org/ai-news/give,http://example.org/ai-news/give,0.7578
http://example.org/ai-news/coin,http://example.org/ai-news/go,http://example.org/ai-news/go,0.7508
http://example.org/ai-news/coin,http://example.org/ai-news/halt,http://example.org/ai-news/halt,0.7144
http://example.org/ai-news/coin,http://example.org/ai-news/have,http://example.org/ai-news/have,0.7138
http://example.org/ai-news/coin,http://example.org/ai-news/hear,http://example.org/ai-news/hear,0.7119
http://example.org/ai-news/coin,http://example.org/ai-news/incentivize,http://example.org/ai-news/incentivize,0.7004
http://example.org/ai-news/collaborate,http://example.org/ai-news/complain,http://example.org/ai-news/complain,0.7214
http://example.org/ai-news/collaborate,http://example.org/ai-news/conduct,http://example.org/ai-news/conduct,0.7236
http://example.org/ai-news/collaborate,http://example.org/ai-news/consider,http://example.org/ai-news/collaborate,0.7622
http://example.org/ai-news/collaborate,http://example.org/ai-news/cost,http://example.org/ai-news/cost,0.7158
http://example.org/ai-news/collaborate,http://example.org/ai-news/create,http://example.org/ai-news/create,0.7477
http://example.org/ai-news/collaborate,http://example.org/ai-news/develop,http://example.org/ai-news/collaborate,0.7405
http://example.org/ai-news/collaborate,http://example.org/ai-news/dig,http://example.org/ai-news/collaborate,0.7046
http://example.org/ai-news/collaborate,http://example.org/ai-news/discuss,http://example.org/ai-news/collaborate,0.7223
http://example.org/ai-news/collaborate,http://example.org/ai-news/do,http://example.org/ai-news/collaborate,0.745
http://example.org/ai-news/collaborate,http://example.org/ai-news/drop,http://example.org/ai-news/collaborate,0.7083
http://example.org/ai-news/collaborate,http://example.org/ai-news/enter,http://example.org/ai-news/collaborate,0.7103
http://example.org/ai-news/collaborate,http://example.org/ai-news/expect,http://example.org/ai-news/collaborate,0.7526
http://example.org/ai-news/collaborate,http://example.org/ai-news/explain,http://example.org/ai-news/explain,0.7169
http://example.org/ai-news/collaborate,http://example.org/ai-news/explore,http://example.org/ai-news/collaborate,0.7515
http://example.org/ai-news/collaborate,http://example.org/ai-news/express,http://example.org/ai-news/collaborate,0.7013
http://example.org/ai-news/collaborate,http://example.org/ai-news/find,http://example.org/ai-news/find,0.7018
http://example.org/ai-news/collaborate,http://example.org/ai-news/flood,http://example.org/ai-news/collaborate,0.7209
http://example.org/ai-news/collaborate,http://example.org/ai-news/get,http://example.org/ai-news/get,0.7086
http://example.org/ai-news/collaborate,http://example.org/ai-news/give,http://example.org/ai-news/give,0.7236
http://example.org/ai-news/collaborate,http://example.org/ai-news/guide,http://example.org/ai-news/collaborate,0.7403
http://example.org/ai-news/collaborate,http://example.org/ai-news/halt,http://example.org/ai-news/collaborate,0.7384
http://example.org/ai-news/collaborate,http://example.org/ai-news/have,http://example.org/ai-news/have,0.7704
http://example.org/ai-news/collaborate,http://example.org/ai-news/incentivize,http://example.org/ai-news/collaborate,0.7473
http://example.org/ai-news/come,http://example.org/ai-news/complain,http://example.org/ai-news/come,0.7118
http://example.org/ai-news/come,http://example.org/ai-news/conduct,http://example.org/ai-news/come,0.7311
http://example.org/ai-news/come,http://example.org/ai-news/consider,http://example.org/ai-news/come,0.7626
http://example.org/ai-news/come,http://example.org/ai-news/create,http://example.org/ai-news/create,0.7485
http://example.org/ai-news/come,http://example.org/ai-news/develop,http://example.org/ai-news/come,0.7685
http://example.org/ai-news/come,http://example.org/ai-news/dig,http://example.org/ai-news/come,0.7099
http://example.org/ai-news/come,http://example.org/ai-news/discuss,http://example.org/ai-news/come,0.7466
http://example.org/ai-news/come,http://example.org/ai-news/do,http://example.org/ai-news/come,0.7052
http://example.org/ai-news/come,http://example.org/ai-news/enable,http://example.org/ai-news/come,0.7424
http://example.org/ai-news/come,http://example.org/ai-news/enter,http://example.org/ai-news/come,0.7614
http://example.org/ai-news/come,http://example.org/ai-news/expect,http://example.org/ai-news/come,0.7129
http://example.org/ai-news/come,http://example.org/ai-news/explain,http://example.org/ai-news/explain,0.7021
http://example.org/ai-news/come,http://example.org/ai-news/explore,http://example.org/ai-news/come,0.7196
http://example.org/ai-news/come,http://example.org/ai-news/express,http://example.org/ai-news/come,0.7384
http://example.org/ai-news/come,http://example.org/ai-news/feature,http://example.org/ai-news/come,0.7828
http://example.org/ai-news/come,http://example.org/ai-news/find,http://example.org/ai-news/find,0.7229
http://example.org/ai-news/come,http://example.org/ai-news/flood,http://example.org/ai-news/come,0.7396
http://example.org/ai-news/come,http://example.org/ai-news/generate,http://example.org/ai-news/come,0.7543
http://example.org/ai-news/come,http://example.org/ai-news/get,http://example.org/ai-news/get,0.7019
http://example.org/ai-news/come,http://example.org/ai-news/give,http://example.org/ai-news/give,0.7321
http://example.org/ai-news/come,http://example.org/ai-news/go,http://example.org/ai-news/come,0.7523
http://example.org/ai-news/come,http://example.org/ai-news/guide,http://example.org/ai-news/come,0.7254
http://example.org/ai-news/come,http://example.org/ai-news/halt,http://example.org/ai-news/come,0.7256
http://example.org/ai-news/come,http://example.org/ai-news/hear,http://example.org/ai-news/come,0.734
http://example.org/ai-news/come,http://example.org/ai-news/incentivize,http://example.org/ai-news/come,0.759
http://example.org/ai-news/complain,http://example.org/ai-news/conduct,http://example.org/ai-news/conduct,0.7307
http://example.org/ai-news/complain,http://example.org/ai-news/consider,http://example.org/ai-news/complain,0.7731
http://example.org/ai-news/complain,http://example.org/ai-news/cost,http://example.org/ai-news/cost,0.741
http://example.org/ai-news/complain,http://example.org/ai-news/create,http://example.org/ai-news/create,0.7453
http://example.org/ai-news/complain,http://example.org/ai-news/develop,http://example.org/ai-news/complain,0.7036
http://example.org/ai-news/complain,http://example.org/ai-news/discuss,http://example.org/ai-news/complain,0.7262
http://example.org/ai-news/complain,http://example.org/ai-news/do,http://example.org/ai-news/complain,0.7548
http://example.org/ai-news/complain,http://example.org/ai-news/drop,http://example.org/ai-news/complain,0.7128
http://example.org/ai-news/complain,http://example.org/ai-news/enter,http://example.org/ai-news/complain,0.7163
http://example.org/ai-news/complain,http://example.org/ai-news/expect,http://example.org/ai-news/complain,0.7185
http://example.org/ai-news/complain,http://example.org/ai-news/explain,http://example.org/ai-news/explain,0.7543
http://example.org/ai-news/complain,http://example.org/ai-news/explore,http://example.org/ai-news/complain,0.7168
http://example.org/ai-news/complain,http://example.org/ai-news/express,http://example.org/ai-news/complain,0.7484
http://example.org/ai-news/complain,http://example.org/ai-news/feature,http://example.org/ai-news/complain,0.734
http://example.org/ai-news/complain,http://example.org/ai-news/flood,http://example.org/ai-news/complain,0.7219
http://example.org/ai-news/complain,http://example.org/ai-news/generate,http://example.org/ai-news/complain,0.7452
http://example.org/ai-news/complain,http://example.org/ai-news/give,http://example.org/ai-news/give,0.7276
http://example.org/ai-news/complain,http://example.org/ai-news/go,http://example.org/ai-news/complain,0.7252
http://example.org/ai-news/complain,http://example.org/ai-news/guide,http://example.org/ai-news/complain,0.7458
http://example.org/ai-news/complain,http://example.org/ai-news/halt,http://example.org/ai-news/complain,0.736
http://example.org/ai-news/complain,http://example.org/ai-news/incentivize,http://example.org/ai-news/complain,0.7336
http://example.org/ai-news/conduct,http://example.org/ai-news/consider,http://example.org/ai-news/conduct,0.7818
http://example.org/ai-news/conduct,http://example.org/ai-news/create,http://example.org/ai-news/create,0.7226
http://example.org/ai-news/conduct,http://example.org/ai-news/develop,http://example.org/ai-news/conduct,0.7215
http://example.org/ai-news/conduct,http://example.org/ai-news/dig,http://example.org/ai-news/conduct,0.782
http://example.org/ai-news/conduct,http://example.org/ai-news/discuss,http://example.org/ai-news/conduct,0.7387
http://example.org/ai-news/conduct,http://example.org/ai-news/drop,http://example.org/ai-news/conduct,0.705
http://example.org/ai-news/conduct,http://example.org/ai-news/enable,http://example.org/ai-news/conduct,0.7311
http://example.org/ai-news/conduct,http://example.org/ai-news/enter,http://example.org/ai-news/conduct,0.7763
http://example.org/ai-news/conduct,http://example.org/ai-news/expect,http://example.org/ai-news/conduct,0.7143
http://example.org/ai-news/conduct,http://example.org/ai-news/explain,http://example.org/ai-news/explain,0.7288
http://example.org/ai-news/conduct,http://example.org/ai-news/express,http://example.org/ai-news/conduct,0.7308
http://example.org/ai-news/conduct,http://example.org/ai-news/feature,http://example.org/ai-news/conduct,0.7203
http://example.org/ai-news/conduct,http://example.org/ai-news/find,http://example.org/ai-news/find,0.7311
http://example.org/ai-news/conduct,http://example.org/ai-news/flood,http://example.org/ai-news/conduct,0.7204
http://example.org/ai-news/conduct,http://example.org/ai-news/generate,http://example.org/ai-news/conduct,0.7062
http://example.org/ai-news/conduct,http://example.org/ai-news/get,http://example.org/ai-news/get,0.7348
http://example.org/ai-news/conduct,http://example.org/ai-news/give,http://example.org/ai-news/give,0.7019
http://example.org/ai-news/conduct,http://example.org/ai-news/guide,http://example.org/ai-news/conduct,0.7565
http://example.org/ai-news/conduct,http://example.org/ai-news/hear,http://example.org/ai-news/conduct,0.743
http://example.org/ai-news/conduct,http://example.org/ai-news/incentivize,http://example.org/ai-news/conduct,0.7414
http://example.org/ai-news/consider,http://example.org/ai-news/cost,http://example.org/ai-news/cost,0.7579
http://example.org/ai-news/consider,http://example.org/ai-news/create,http://example.org/ai-news/create,0.8003
http://example.org/ai-news/consider,http://example.org/ai-news/develop,http://example.org/ai-news/develop,0.7081
http://example.org/ai-news/consider,http://example.org/ai-news/dig,http://example.org/ai-news/dig,0.7648
http://example.org/ai-news/consider,http://example.org/ai-news/discuss,http://example.org/ai-news/discuss,0.7524
http://example.org/ai-news/consider,http://example.org/ai-news/do,http://example.org/ai-news/do,0.7657
http://example.org/ai-news/consider,http://example.org/ai-news/drop,http://example.org/ai-news/drop,0.7486
http://example.org/ai-news/consider,http://example.org/ai-news/enable,http://example.org/ai-news/enable,0.7725
http://example.org/ai-news/consider,http://example.org/ai-news/enter,http://example.org/ai-news/enter,0.7062
http://example.org/ai-news/consider,http://example.org/ai-news/expect,http://example.org/ai-news/expect,0.7459
http://example.org/ai-news/consider,http://example.org/ai-news/explain,http://example.org/ai-news/explain,0.7694
http://example.org/ai-news/consider,http://example.org/ai-news/explore,http://example.org/ai-news/explore,0.7587
http://example.org/ai-news/consider,http://example.org/ai-news/express,http://example.org/ai-news/express,0.7577
http://example.org/ai-news/consider,http://example.org/ai-news/feature,http://example.org/ai-news/feature,0.7319
http://example.org/ai-news/consider,http://example.org/ai-news/find,http://example.org/ai-news/find,0.7558
http://example.org/ai-news/consider,http://example.org/ai-news/flood,http://example.org/ai-news/flood,0.7658
http://example.org/ai-news/consider,http://example.org/ai-news/generate,http://example.org/ai-news/generate,0.7588
http://example.org/ai-news/consider,http://example.org/ai-news/get,http://example.org/ai-news/get,0.794
http://example.org/ai-news/consider,http://example.org/ai-news/give,http://example.org/ai-news/give,0.8047
http://example.org/ai-news/consider,http://example.org/ai-news/go,http://example.org/ai-news/go,0.7807
http://example.org/ai-news/consider,http://example.org/ai-news/guide,http://example.org/ai-news/guide,0.7139
http://example.org/ai-news/consider,http://example.org/ai-news/halt,http://example.org/ai-news/halt,0.7882
http://example.org/ai-news/consider,http://example.org/ai-news/have,http://example.org/ai-news/have,0.7838
http://example.org/ai-news/consider,http://example.org/ai-news/hear,http://example.org/ai-news/hear,0.7664
http://example.org/ai-news/consider,http://example.org/ai-news/incentivize,http://example.org/ai-news/incentivize,0.7468
http://example.org/ai-news/cost,http://example.org/ai-news/develop,http://example.org/ai-news/cost,0.7069
http://example.org/ai-news/cost,http://example.org/ai-news/dig,http://example.org/ai-news/cost,0.7194
http://example.org/ai-news/cost,http://example.org/ai-news/discuss,http://example.org/ai-news/cost,0.7118
http://example.org/ai-news/cost,http://example.org/ai-news/do,http://example.org/ai-news/cost,0.7116
http://example.org/ai-news/cost,http://example.org/ai-news/drop,http://example.org/ai-news/cost,0.7384
http://example.org/ai-news/cost,http://example.org/ai-news/enable,http://example.org/ai-news/cost,0.7573
http://example.org/ai-news/cost,http://example.org/ai-news/explain,http://example.org/ai-news/explain,0.7347
http://example.org/ai-news/cost,http://example.org/ai-news/explore,http://example.org/ai-news/cost,0.7083
http://example.org/ai-news/cost,http://example.org/ai-news/feature,http://example.org/ai-news/cost,0.726
http://example.org/ai-news/cost,http://example.org/ai-news/find,http://example.org/ai-news/find,0.7006
http://example.org/ai-news/cost,http://example.org/ai-news/flood,http://example.org/ai-news/cost,0.7101
http://example.org/ai-news/cost,http://example.org/ai-news/generate,http://example.org/ai-news/cost,0.7597
http://example.org/ai-news/cost,http://example.org/ai-news/get,http://example.org/ai-news/get,0.7129
http://example.org/ai-news/cost,http://example.org/ai-news/give,http://example.org/ai-news/give,0.7149
http://example.org/ai-news/cost,http://example.org/ai-news/go,http://example.org/ai-news/cost,0.7418
http://example.org/ai-news/cost,http://example.org/ai-news/guide,http://example.org/ai-news/cost,0.7657
http://example.org/ai-news/cost,http://example.org/ai-news/halt,http://example.org/ai-news/cost,0.7498
http://example.org/ai-news/cost,http://example.org/ai-news/have,http://example.org/ai-news/have,0.7509
http://example.org/ai-news/cost,http://example.org/ai-news/incentivize,http://example.org/ai-news/cost,0.7718
http://example.org/ai-news/create,http://example.org/ai-news/develop,http://example.org/ai-news/create,0.7468
http://example.org/ai-news/create,http://example.org/ai-news/dig,http://example.org/ai-news/create,0.7414
http://example.org/ai-news/create,http://example.org/ai-news/discuss,http://example.org/ai-news/create,0.7615
http://example.org/ai-news/create,http://example.org/ai-news/do,http://example.org/ai-news/create,0.7713
http://example.org/ai-news/create,http://example.org/ai-news/drop,http://example.org/ai-news/create,0.7346
http://example.org/ai-news/create,http://example.org/ai-news/enable,http://example.org/ai-news/create,0.7505
http://example.org/ai-news/create,http://example.org/ai-news/enter,http://example.org/ai-news/create,0.7583
http://example.org/ai-news/create,http://example.org/ai-news/expect,http://example.org/ai-news/create,0.7512
http://example.org/ai-news/create,http://example.org/ai-news/explain,http://example.org/ai-news/create,0.7606
http://example.org/ai-news/create,http://example.org/ai-news/explore,http://example.org/ai-news/create,0.7769
http://example.org/ai-news/create,http://example.org/ai-news/express,http://example.org/ai-news/create,0.7793
http://example.org/ai-news/create,http://example.org/ai-news/feature,http://example.org/ai-news/create,0.7695
http://example.org/ai-news/create,http://example.org/ai-news/find,http://example.org/ai-news/create,0.7324
http://example.org/ai-news/create,http://example.org/ai-news/flood,http://example.org/ai-news/create,0.7536
http://example.org/ai-news/create,http://example.org/ai-news/generate,http://example.org/ai-news/create,0.7736
http://example.org/ai-news/create,http://example.org/ai-news/give,http://example.org/ai-news/create,0.7156
http://example.org/ai-news/create,http://example.org/ai-news/go,http://example.org/ai-news/create,0.7327
http://example.org/ai-news/create,http://example.org/ai-news/guide,http://example.org/ai-news/create,0.7677
http://example.org/ai-news/create,http://example.org/ai-news/halt,http://example.org/ai-news/create,0.7397
http://example.org/ai-news/create,http://example.org/ai-news/have,http://example.org/ai-news/create,0.7267
http://example.org/ai-news/create,http://example.org/ai-news/hear,http://example.org/ai-news/create,0.7241
http://example.org/ai-news/create,http://example.org/ai-news/incentivize,http://example.org/ai-news/create,0.7122
http://example.org/ai-news/develop,http://example.org/ai-news/dig,http://example.org/ai-news/dig,0.7499
http://example.org/ai-news/develop,http://example.org/ai-news/discuss,http://example.org/ai-news/discuss,0.7202
http://example.org/ai-news/develop,http://example.org/ai-news/do,http://example.org/ai-news/do,0.7036
http://example.org/ai-news/develop,http://example.org/ai-news/enable,http://example.org/ai-news/enable,0.7096
http://example.org/ai-news/develop,http://example.org/ai-news/enter,http://example.org/ai-news/develop,0.7415
http://example.org/ai-news/develop,http://example.org/ai-news/expect,http://example.org/ai-news/expect,0.725
http://example.org/ai-news/develop,http://example.org/ai-news/explain,http://example.org/ai-news/explain,0.7121
http://example.org/ai-news/develop,http://example.org/ai-news/explore,http://example.org/ai-news/explore,0.7358
http://example.org/ai-news/develop,http://example.org/ai-news/express,http://example.org/ai-news/express,0.7267
http://example.org/ai-news/develop,http://example.org/ai-news/feature,http://example.org/ai-news/feature,0.7052
http://example.org/ai-news/develop,http://example.org/ai-news/find,http://example.org/ai-news/find,0.7803
http://example.org/ai-news/develop,http://example.org/ai-news/flood,http://example.org/ai-news/flood,0.7322
http://example.org/ai-news/develop,http://example.org/ai-news/get,http://example.org/ai-news/get,0.7306
http://example.org/ai-news/develop,http://example.org/ai-news/give,http://example.org/ai-news/give,0.7426
http://example.org/ai-news/develop,http://example.org/ai-news/go,http://example.org/ai-news/go,0.7376
http://example.org/ai-news/develop,http://example.org/ai-news/guide,http://example.org/ai-news/develop,0.7568
http://example.org/ai-news/develop,http://example.org/ai-news/halt,http://example.org/ai-news/halt,0.7085
http://example.org/ai-news/develop,http://example.org/ai-news/have,http://example.org/ai-news/have,0.7601
http://example.org/ai-news/develop,http://example.org/ai-news/hear,http://example.org/ai-news/hear,0.751
http://example.org/ai-news/dig,http://example.org/ai-news/discuss,http://example.org/ai-news/dig,0.7418
http://example.org/ai-news/dig,http://example.org/ai-news/do,http://example.org/ai-news/dig,0.703
http://example.org/ai-news/dig,http://example.org/ai-news/enable,http://example.org/ai-news/dig,0.7204
http://example.org/ai-news/dig,http://example.org/ai-news/enter,http://example.org/ai-news/dig,0.7335
http://example.org/ai-news/dig,http://example.org/ai-news/expect,http://example.org/ai-news/dig,0.7497
http://example.org/ai-news/dig,http://example.org/ai-news/explain,http://example.org/ai-news/explain,0.7411
http://example.org/ai-news/dig,http://example.org/ai-news/express,http://example.org/ai-news/dig,0.7228
http://example.org/ai-news/dig,http://example.org/ai-news/feature,http://example.org/ai-news/dig,0.7115
http://example.org/ai-news/dig,http://example.org/ai-news/find,http://example.org/ai-news/find,0.7304
http://example.org/ai-news/dig,http://example.org/ai-news/get,http://example.org/ai-news/get,0.736
http://example.org/ai-news/dig,http://example.org/ai-news/give,http://example.org/ai-news/give,0.718
http://example.org/ai-news/dig,http://example.org/ai-news/go,http://example.org/ai-news/go,0.7165
http://example.org/ai-news/dig,http://example.org/ai-news/guide,http://example.org/ai-news/dig,0.7217
http://example.org/ai-news/dig,http://example.org/ai-news/halt,http://example.org/ai-news/dig,0.707
http://example.org/ai-news/dig,http://example.org/ai-news/have,http://example.org/ai-news/have,0.736
http://example.org/ai-news/dig,http://example.org/ai-news/hear,http://example.org/ai-news/hear,0.7349
http://example.org/ai-news/discuss,http://example.org/ai-news/do,http://example.org/ai-news/discuss,0.7552
http://example.org/ai-news/discuss,http://example.org/ai-news/drop,http://example.org/ai-news/drop,0.7155
http://example.org/ai-news/discuss,http://example.org/ai-news/enable,http://example.org/ai-news/discuss,0.7378
http://example.org/ai-news/discuss,http://example.org/ai-news/enter,http://example.org/ai-news/discuss,0.7344
http://example.org/ai-news/discuss,http://example.org/ai-news/expect,http://example.org/ai-news/expect,0.7593
http://example.org/ai-news/discuss,http://example.org/ai-news/explain,http://example.org/ai-news/explain,0.7505
http://example.org/ai-news/discuss,http://example.org/ai-news/explore,http://example.org/ai-news/explore,0.7667
http://example.org/ai-news/discuss,http://example.org/ai-news/find,http://example.org/ai-news/find,0.7598
http://example.org/ai-news/discuss,http://example.org/ai-news/generate,http://example.org/ai-news/discuss,0.7064
http://example.org/ai-news/discuss,http://example.org/ai-news/get,http://example.org/ai-news/get,0.7418
http://example.org/ai-news/discuss,http://example.org/ai-news/give,http://example.org/ai-news/give,0.7291
http://example.org/ai-news/discuss,http://example.org/ai-news/go,http://example.org/ai-news/go,0.7029
http://example.org/ai-news/discuss,http://example.org/ai-news/guide,http://example.org/ai-news/discuss,0.7239
http://example.org/ai-news/discuss,http://example.org/ai-news/have,http://example.org/ai-news/have,0.7712
http://example.org/ai-news/discuss,http://example.org/ai-news/hear,http://example.org/ai-news/hear,0.7222
http://example.org/ai-news/discuss,http://example.org/ai-news/incentivize,http://example.org/ai-news/discuss,0.7051
http://example.org/ai-news/do,http://example.org/ai-news/enter,http://example.org/ai-news/do,0.7088
http://example.org/ai-news/do,http://example.org/ai-news/expect,http://example.org/ai-news/expect,0.7294
http://example.org/ai-news/do,http://example.org/ai-news/explain,http://example.org/ai-news/explain,0.7295
http://example.org/ai-news/do,http://example.org/ai-news/explore,http://example.org/ai-news/explore,0.717
http://example.org/ai-news/do,http://example.org/ai-news/feature,http://example.org/ai-news/feature,0.7035
http://example.org/ai-news/do,http://example.org/ai-news/find,http://example.org/ai-news/find,0.7336
http://example.org/ai-news/do,http://example.org/ai-news/get,http://example.org/ai-news/get,0.7528
http://example.org/ai-news/do,http://example.org/ai-news/give,http://example.org/ai-news/give,0.756
http://example.org/ai-news/do,http://example.org/ai-news/go,http://example.org/ai-news/go,0.7646
http://example.org/ai-news/do,http://example.org/ai-news/guide,http://example.org/ai-news/do,0.7002
http://example.org/ai-news/do,http://example.org/ai-news/halt,http://example.org/ai-news/halt,0.7371
http://example.org/ai-news/do,http://example.org/ai-news/have,http://example.org/ai-news/have,0.7367
http://example.org/ai-news/drop,http://example.org/ai-news/enable,http://example.org/ai-news/drop,0.7562
http://example.org/ai-news/drop,http://example.org/ai-news/enter,http://example.org/ai-news/drop,0.7204
http://example.org/ai-news/drop,http://example.org/ai-news/expect,http://example.org/ai-news/expect,0.7271
http://example.org/ai-news/drop,http://example.org/ai-news/explain,http://example.org/ai-news/explain,0.7106
http://example.org/ai-news/drop,http://example.org/ai-news/explore,http://example.org/ai-news/explore,0.7025
http://example.org/ai-news/drop,http://example.org/ai-news/express,http://example.org/ai-news/drop,0.7138
http://example.org/ai-news/drop,http://example.org/ai-news/find,http://example.org/ai-news/find,0.713
http://example.org/ai-news/drop,http://example.org/ai-news/flood,http://example.org/ai-news/flood,0.7016
http://example.org/ai-news/drop,http://example.org/ai-news/get,http://example.org/ai-news/get,0.746
http://example.org/ai-news/drop,http://example.org/ai-news/give,http://example.org/ai-news/give,0.7207
http://example.org/ai-news/drop,http://example.org/ai-news/guide,http://example.org/ai-news/drop,0.7079
http://example.org/ai-news/drop,http://example.org/ai-news/halt,http://example.org/ai-news/halt,0.7084
http://example.org/ai-news/drop,http://example.org/ai-news/have,http://example.org/ai-news/have,0.745
http://example.org/ai-news/drop,http://example.org/ai-news/hear,http://example.org/ai-news/hear,0.7024
